id,brand,model,model_year,milage,fuel_type,engine,transmission,price
803,Maserati,Ghibli S Q4 GranSport,2020.0,4590.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,69900
804,Audi,,2018.0,90818.0,,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,26000
805,FORD,F-150 XLT,2018.0,85000.0,,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,27499
806,Lincoln,Town Car Signature,2010.0,135603.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,19995
807,Hummer,H2 Base,2005.0,124250.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,7000
808,Hyundai,Genesis Coupe 3.8 Base,2015.0,60000.0,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,17500
809,Dodge,Ram 3500 Quad Cab DRW,2005.0,143500.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,9950
810,Mercedes,CLK-Class CLK 350,2008.0,93000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,12000
811,Audi,S6 4.0T,2020.0,39102.0,Gasoline,4.0 Liter TFSI,Automatic,41598
812,Jeep,Wrangler Sport,2014.0,86250.0,,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,61000
813,Audi,A4 2.0T Premium,2016.0,160000.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,22500
814,Ford,F-250 XLT,,,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,42000
815,Land Rover,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018.0,1067.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,66000
816,Cadillac,Escalade Premium,2014.0,123500.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,27000
817,Porsche,911 Carrera Cabriolet,2003.0,156350.0,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,20000
818,Audi,RS 7 4.0T,2020.0,4100.0,,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,70000
819,Land Rover,,2019.0,70891.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,36800
820,FORD,Bronco Sport Big Bend,2021.0,37806.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,39366
821,Tesla,Model 3 Standard Range Plus,2019.0,,,Electric Motor Electric Fuel System,1-Speed A/T,32455
822,Volkswagen,Golf R 4-Door,2017.0,55000.0,,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,55000
823,,Sorento SXL,2020.0,38356.0,Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,45999
824,,Transit-350 Base,2018.0,230000.0,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,16500
825,Ford,F-150 XLT,2014.0,,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,20995
826,BMW,528 i xDrive,2015.0,86121.0,,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,22500
827,Mazda,CX-9 Carbon Edition,2022.0,20472.0,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,31999
828,Lexus,,2021.0,,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,29500
829,Mazda,CX-9 Signature,2019.0,106000.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,25900
830,Chevrolet,Camaro 2LT,2008.0,152000.0,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,5900
831,Audi,,2019.0,23827.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,48000
832,Acura,TL 3.2,2005.0,220000.0,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,,11999
833,FORD,Transit Connect XLT,2015.0,119755.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,14945
834,,Wrangler Sport,2018.0,48156.0,Gasoline,3.6 Liter,Automatic,31698
835,Mazda,CX-30 Select,2022.0,4283.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,63000
836,Toyota.,Highlander Limited,2009.0,159890.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,9995
837,Lexus,,2015.0,90000.0,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,15000
838,Hyundai,Santa Fe Sport 2.0L Turbo,2020.0,36738.0,,2.0 Liter,Automatic,29998
839,Chevrolet,Silverado 1500 LT Trail Boss,2016.0,130000.0,,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,16500
840,,Q8 3.0T Prestige,2018.0,81000.0,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,29500
841,Audi,,2018.0,21800.0,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,97500
842,Buick,Enclave Essence,2019.0,71312.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,35700
843,Lincoln,MKZ Reserve,2016.0,96000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,9995
844,Tesla,Model X P90D,2023.0,5182.0,,518.0HP Electric Motor Electric Fuel System,Transmission w/Dual Shift Mode,52000
845,Audi,A7 Premium,2022.0,12209.0,Gasoline,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,29182
846,Tesla,Model 3 Long Range,2021.0,,Gasoline,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,33333
847,Land Rover,Rover Range Rover Velar R-Dynamic S,2020.0,222.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,165000
848,Audi,Q5 S line Premium Plus,2022.0,10120.0,Hybrid,2.0 Liter TFSI,Automatic,24980
849,BMW,M6 Base,2016.0,27965.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,67900
850,BMW,,2013.0,56837.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,11000
851,Mercedes,E-Class E 350,2014.0,74500.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,11900
852,Pontiac,Firebird Base,2001.0,63000.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,5700
853,FORD,Explorer XLT,2015.0,163500.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,24900
854,Porsche,911 Carrera Cabriolet,2010.0,124838.0,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,13999
855,Mercedes,S-Class S500,2005.0,104000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,10900
856,Audi,SQ5 3.0T Prestige,2020.0,23823.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,,39995
857,Land Rover,Rover Discovery S,2018.0,57000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,37300
858,Porsche,911 Turbo,2021.0,13554.0,,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,210000
859,BMW,M4 Base,2020.0,22000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,44999
860,,Mustang GT Premium,2019.0,74595.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,34580
861,Ford,Excursion XLS,2006.0,152000.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,9995
862,,Ram 1500 ST,2007.0,,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,12900
863,Tesla,Model X Performance,,3552.0,,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,44900
864,GMC,,2014.0,194500.0,,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,21000
865,Subaru,Outback 2.5i Limited,2017.0,84351.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,20784
866,,Tundra SR5,2014.0,111000.0,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,19500
867,Lincoln,MKC Reserve,2016.0,95070.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,14500
868,Mercedes,GL-Class GL 550,2011.0,86121.0,,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,24500
869,,ES 350 Base,2010.0,95570.0,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,17000
870,,F-150 XLT,2020.0,69423.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,32500
871,Toyota,,2005.0,,,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,8500
872,,Sequoia Limited,2008.0,158000.0,,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,10995
873,MINI,Hardtop Cooper S,2020.0,37161.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,67800
874,Chevrolet,Camaro 2SS,2018.0,78000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,50500
875,Porsche,911 GT3,,9712.0,Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,314900
876,Ford,,2018.0,44460.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,26000
877,FORD,Explorer XLT,2016.0,169000.0,,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,19600
878,Cadillac,Escalade ESV Platinum,2021.0,10500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,46900
879,Lexus,IS 250 Base,2008.0,131100.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,8500
880,Lexus,,,24915.0,Gasoline,3.5 Liter DOHC,Automatic,38998
881,Dodge,Charger R/T Scat Pack,2019.0,55000.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,26000
882,FORD,Mustang GT Premium,2015.0,52675.0,,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,28000
883,Lincoln,MKS EcoBoost,2015.0,,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,10200
884,,AMG C 43 Base 4MATIC,2018.0,41500.0,,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,41500
885,Ford,,2017.0,169000.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,28000
886,BMW,M440 i xDrive,2023.0,12000.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,75499
887,Chevrolet,Camaro LT1,2019.0,74000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,29995
888,Mercedes-Benz,E-Class E 550,2014.0,53500.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,19600
889,Porsche,Boxster S,2008.0,52000.0,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,37500
890,,,2011.0,90000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,12000
891,BMW,750 i xDrive,2017.0,85500.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,34000
892,Kia,Sportage Nightfall,2021.0,26468.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,25695
893,Subaru,Forester 2.5 XT,2014.0,57800.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,14000
894,BMW,M8 Competition,,5182.0,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,75500
895,,Forester Base,2013.0,82000.0,,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,12300
896,,Tucson Limited,2022.0,16754.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,48219
897,Dodge,,2006.0,256000.0,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,7750
898,Audi,Q7 3.0T Prestige,2017.0,75000.0,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,29500
899,,E-Class E 350,2017.0,38200.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,29000
900,Audi,RS 7 4.0T quattro,2021.0,12897.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,41599
901,Toyota,,2022.0,29322.0,Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,43900
902,Rivian,R1S Adventure Package,2023.0,8400.0,,,1-Speed A/T,93000
903,Mazda,Mazda6 Grand Touring,2022.0,28262.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,45498
904,Chevrolet,Monte Carlo SS,2006.0,75000.0,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,13500
905,BMW,M3 Base,2016.0,58000.0,,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,44900
906,Porsche,718 Cayman GT4,2015.0,82300.0,,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,30750
907,,GLS 450 Base 4MATIC,2022.0,41545.0,Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,46850
908,,,2016.0,63250.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,43000
909,BMW,M760 i xDrive,2021.0,16307.0,,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,75000
910,Porsche,911 Carrera 4S,2010.0,60000.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,56000
911,McLaren,570S Spider,2021.0,7100.0,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,69900
912,Mazda,Mazda6 Signature,2021.0,35550.0,Gasoline,2.5L I4 16V GDI DOHC,,26599
913,Toyota,Camry LE,1999.0,134000.0,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,9500
914,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2019.0,57000.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,27500
915,Ford,,2016.0,92000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,22000
916,Pontiac,Firebird Trans Am,1997.0,231581.0,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,3550
917,Lexus,RX 350 F Sport Performance,,30455.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,46599
918,,,2018.0,37000.0,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,41000
919,,,2019.0,5483.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,56900
920,Mazda,,1999.0,70000.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,13500
921,Subaru,Impreza WRX,2010.0,16478.0,Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,127899
922,RAM,1500 Classic SLT,,30951.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,42816
923,BMW,M6 Base,2014.0,120000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,36880
924,Chevrolet,Suburban LTZ,2016.0,135484.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Electronically Controlled Automatic with O,31900
925,Audi,SQ5 3.0T Premium Plus,2018.0,28500.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,72000
926,Volvo,XC90 T6 Momentum,2020.0,36812.0,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,45855
927,Audi,S8 4.0T quattro,2023.0,4457.0,,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,88900
928,Ford,,2018.0,52500.0,,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,36995
929,,Rover Range Rover Sport P400 SE Dynamic,2023.0,4348.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,87000
930,Chevy,Equinox LT,2016.0,100600.0,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,18995
931,Ford,,2019.0,87004.0,,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,F,18700
932,FORD,F-150 Platinum,2016.0,105000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,16000
933,Toyota,,2019.0,43875.0,Gasoline,2.0L I4 16V MPFI DOHC,CVT-F,21999
934,Audi,,2012.0,118500.0,Gasoline,,Transmission w/Dual Shift Mode,15000
935,,,2020.0,59678.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,37999
936,Lincoln,Town Car Base,2006.0,166200.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,6500
937,Ford,F-150 Lariat,2017.0,75000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,26000
938,Lexus,Commander Sport,2005.0,118500.0,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,11900
939,Nissan,Altima 2.5 S,2016.0,110450.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,8500
940,Land Rover,Rover LR4 HSE LUX Landmark Edition,2005.0,141000.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,11500
941,RAM,3500 Laramie,2021.0,18515.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,47214
942,,,2007.0,93000.0,Gasoline,,A/T,6250
943,Chevy,Camaro 2SS,2021.0,14000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,33490
944,Jeep,Gladiator Sport,2019.0,38383.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,29000
945,,,2012.0,25717.0,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,25500
946,Ford,,2022.0,11459.0,Gasoline,,10-Speed A/T,67900
947,Chevy,Silverado 1500 LT Trail Boss,2022.0,48641.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,43666
948,Ford,F-150 FX4,2016.0,60000.0,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,26600
949,Mazda,CX-9 Grand Touring,2014.0,96680.0,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,15900
950,BMW,550 Gran Turismo i,2014.0,54000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,24700
951,Honda,,2011.0,98000.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,20995
952,Mercedes-Benz,E-Class E 350 4MATIC,2012.0,269885.0,,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,4000
953,BMW,650 Gran Coupe i xDrive,2014.0,76474.0,,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,28000
954,Mercedes-Benz,E-Class E 350 4MATIC,2014.0,67280.0,,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,25000
955,Mercedes,AMG GT 53 Base,,8583.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,45500
956,Cadillac,Escalade Sport Platinum,2021.0,51890.0,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic,49883
957,,1500 Big Horn,2020.0,23195.0,Gasoline,5.7L V8 16V MPFI OHV,,31750
958,Porsche,Taycan Base,2022.0,1750.0,,482.0HP Electric Motor Electric Fuel System,A/T,69950
959,Nissan,Murano SL,2005.0,187450.0,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,19500
960,Ford,Mustang V6 Premium,2013.0,61454.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,37900
961,Chevrolet,Suburban LT,2016.0,102000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,28900
962,Maserati,Ghibli Base,2015.0,29500.0,Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,35500
963,Jeep,Gladiator Overland,2021.0,17500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,69790
964,Ford,F-350 King Ranch,2020.0,52100.0,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,67000
965,Mazda,Mazda6 i Touring,2016.0,81500.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,19950
966,Chevy,Suburban LT,2018.0,81000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,40500
967,,,2019.0,6785.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,179900
968,Porsche,Macan Base,2018.0,82300.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,32000
969,,Model Y Long Range,2023.0,45000.0,,425.0HP Electric Motor Electric Fuel System,A/T,47000
970,,M4 Base,2019.0,40000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,31900
971,,Santa Cruz 2.5T Limited,2022.0,22829.0,Gasoline,,Automatic,39985
972,Nissan,GT-R Premium,2009.0,14684.0,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,185500
973,,M8 Gran Coupe Competition,2023.0,,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,98900
974,,RX 350 RX 350 F SPORT Handling,2022.0,3077.0,Gasoline,3.5 Liter,Automatic,49998
975,Ford,,2008.0,162000.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,10500
976,Land Rover,Rover LR4 HSE LUX Landmark Edition,2015.0,79995.0,,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,30990
977,Hyundai,Genesis Coupe 2.0T R-Spec,2017.0,66000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,24700
978,Ford,Focus RS Base,2016.0,120000.0,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,19800
979,Porsche,Cayenne GTS Coupe AWD,2022.0,22500.0,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,54599
980,Lexus,GX 460 Base,2018.0,51300.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,24999
981,Acura,MDX 3.5L w/Technology Package,2019.0,26609.0,Gasoline,3.5 Liter,Automatic,36998
982,,R1S Adventure Package,2021.0,28200.0,,835.0HP Electric Motor Electric Fuel System,A/T,29600
983,FORD,Bronco Outer Banks Advanced,2023.0,11806.0,,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,34000
984,FORD,Mustang V6 Premium,2017.0,112630.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,6699
985,,Sportage LX,2010.0,86111.0,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,14500
986,Chevrolet,Silverado 1500 LT Trail Boss,2020.0,48641.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,59203
987,,Land Cruiser Base,2002.0,120000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,12500
988,Porsche,911 Carrera,2014.0,29000.0,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,56000
989,Ford,,2018.0,63750.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,28500
990,Mercedes,GLS 450 Base 4MATIC,2016.0,49643.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,31300
991,Ford,Expedition Limited,2021.0,29830.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,,45423
992,,,2013.0,102260.0,Gasoline,,A/T,19995
993,Toyota.,Sequoia SR5,2018.0,58000.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,38500
994,Toyota,Highlander XLE,2018.0,70780.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,28600
995,Porsche,Panamera 4,,66500.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,5000
996,,,2011.0,35322.0,,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,77897
997,Mazda,Mazda3 i Touring,2016.0,81648.0,Gasoline,2.5L I4 16V GDI DOHC,8-Speed Automatic,15599
998,FORD,Expedition EL XLT,,23700.0,,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,220000
999,Ford,Mustang GT Premium,2020.0,31600.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,45770
